Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Survey,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Male,Gender_Nonbinary,Churn_Yes,Techie_Yes,Contract_One year,Contract_Two Year,Port_modem_Yes,Tablet_Yes,InternetService_Fiber Optic,InternetService_None,Phone_Yes,Multiple_Yes,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,PaperlessBilling_Yes,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
2,19,73661.69,10.27807,8,2,0,2.555762,200.1652,3.0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0
8,48,40982.78,8.494651,15,0,0,9.747138,245.132,4.0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0
0,26,29693.06,14.58138,13,1,0,27.84191,190.127,3.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1
3,80,105302.4,16.89322,12,0,0,10.92044,149.9378,4.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3,27,7016.66,6.913914,11,0,0,18.2864,157.4836,4.0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1
1,74,94926.96,12.63304,12,1,0,2.002856,222.65,4.0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0
2,31,24989.2,12.70325,17,1,1,17.05378,217.4702,2.0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0
0,50,34547.55,11.26004,20,0,1,3.998314,159.9794,3.0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0
1,35,62362.97,11.98742,9,2,0,4.636111,184.9963,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1
3,44,131265.4,11.18582,14,0,0,12.28371,287.6427,4.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0
2,41,90486.0,13.54487,15,1,0,9.573255,169.9741,3.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0
2,67,46336.84,8.760632,14,0,1,6.483314,159.9875,3.0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1
0,77,23660.53,13.85192,12,2,2,18.76931,139.9512,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0
1,41,27942.44,10.55184,12,0,1,14.09379,169.9447,3.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0
4,49,57260.25,9.913697,11,1,0,7.481549,184.9785,4.0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0
0,57,12181.61,12.17617,13,0,0,12.00591,192.4404,2.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0
0,62,8080.22,11.35664,13,1,0,14.56715,129.995,4.0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0
2,26,50653.9,15.81564,15,0,0,3.263347,149.9778,4.0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0
0,83,52962.98,10.77601,10,2,1,9.147346,102.4746,3.0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3,66,80948.63,10.16394,15,3,0,7.61586,194.9525,3.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1
1,23,78118.48,8.47218,6,0,1,2.942297,174.9919,2.0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0
5,80,128906.6,8.204572,13,2,1,2.357852,192.4404,3.0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0
1,71,12259.5,6.119731,11,0,0,21.97517,124.9643,5.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
3,33,14480.31,6.722515,11,0,0,8.249104,117.4835,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0
0,54,54984.96,11.34717,9,0,0,2.398402,220.1615,2.0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1
0,24,33371.16,13.89541,8,1,0,5.738405,255.1417,2.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0
6,83,24940.42,14.0011,12,0,0,7.232429,207.4754,3.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0
2,52,53627.3,9.206239,11,2,1,3.895892,225.1457,3.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0
0,46,49870.24,7.574928,11,1,0,2.440105,160.0122,3.0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0
1,27,8764.63,12.34578,14,1,1,26.91021,210.1563,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0
0,50,20931.13,11.41193,12,1,1,2.110607,104.9629,4.0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
3,47,38734.57,14.65844,5,0,0,11.62388,162.4526,3.0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0
2,27,77124.99,9.069088,11,0,0,9.932123,152.4579,5.0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0
2,73,38202.86,7.721245,15,2,1,21.06092,117.4392,3.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
3,59,51404.81,4.399978,14,1,1,12.13947,207.4811,4.0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1
2,44,38178.91,8.610443,11,2,1,6.192078,137.4392,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1,69,33561.56,10.10955,17,0,0,10.52734,124.9607,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
4,65,31243.64,7.397173,9,2,2,17.78769,149.989,5.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0
1,40,16230.41,11.35369,10,1,0,18.59752,149.9447,3.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
1,44,25532.43,11.43322,12,2,0,8.284386,117.4392,4.0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1,86,9204.72,11.13231,14,2,0,21.47001,127.4738,3.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0
0,48,31776.75,6.8073,11,1,0,4.534691,169.9447,4.0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0
2,53,14908.11,7.799113,15,0,0,6.209949,197.484,3.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0
1,21,17397.3,5.712381,13,1,0,9.724026,162.4833,4.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0
2,23,8936.02,5.771475,16,0,0,7.413447,257.6549,3.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1
3,25,60581.95,15.01046,10,0,0,8.514329,162.4827,3.0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0
0,47,37494.5,9.773637,17,0,0,10.86482,197.484,4.0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0
3,85,29819.59,11.47175,8,0,1,22.11529,152.4884,5.0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1
2,80,45904.79,10.30529,14,1,1,2.138612,157.4698,2.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
3,88,7920.44,8.638334,13,2,1,2.771756,242.6106,4.0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0
4,69,78568.26,12.7259,11,0,0,12.31648,112.4551,3.0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1
1,19,39163.8,13.8026,11,0,0,10.33427,195.0062,3.0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0
5,41,50083.6,11.1957,14,2,2,9.742042,230.1344,4.0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0
1,48,41299.07,11.97677,13,1,0,7.852216,197.6288,4.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0
5,89,70822.64,7.594165,7,1,0,10.03423,240.1149,4.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0
4,33,33347.6,12.42915,14,4,0,2.93932,192.4404,3.0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0
3,36,138723.0,9.996646,15,1,0,1.20533,212.6415,3.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1
2,35,26987.5,10.83217,14,1,0,6.893142,147.4564,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
1,19,28053.3,9.614567,13,2,0,10.42906,107.4958,3.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
2,80,70775.57,11.17967,12,0,0,2.719751,184.9939,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0
0,21,23953.2,3.779416,14,4,1,12.674,139.9816,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0
3,85,72791.51,9.218716,12,2,1,5.446201,179.9656,3.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0
1,29,36269.92,14.1032,7,0,0,14.26858,232.6228,2.0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1
3,53,104166.7,13.31999,11,0,0,9.738632,142.4713,4.0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1
2,18,54288.64,13.25958,15,0,0,2.504861,252.624,3.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0
1,86,21405.99,9.854506,13,1,0,7.100883,169.9928,4.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0
0,78,57641.23,8.776299,13,2,0,10.45843,197.4945,4.0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0
0,62,57667.78,10.59311,11,0,1,21.42092,192.4404,2.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0
0,64,14746.24,13.24212,11,0,0,34.49234,94.97283,4.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
1,70,30805.5,7.379511,14,2,0,5.799375,187.656,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1
2,53,48176.26,10.19102,14,0,0,6.072026,117.4392,3.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2,82,8519.2,11.45584,12,0,0,14.36438,192.4705,4.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1
1,58,54406.78,11.22655,13,2,1,2.017622,242.6326,4.0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1
4,54,16156.43,5.511326,9,0,0,9.643609,210.1051,4.0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0
4,60,16383.33,10.8419,7,1,1,9.373591,220.1185,4.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0
1,29,30772.72,7.088079,12,0,0,16.22349,169.9741,3.0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0
2,76,13162.55,15.68142,13,0,0,1.481935,147.4421,3.0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
0,81,21122.11,6.158194,12,0,2,14.8386,117.4858,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1
2,55,76763.34,14.62487,12,1,0,18.76373,139.9875,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0
0,80,11414.65,8.060591,13,1,1,6.101406,92.45514,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,77,128728.3,6.292755,8,0,0,18.4468,275.1198,4.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1
2,79,36227.83,7.029407,13,1,0,4.180338,124.9607,3.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
8,66,21909.54,13.23763,9,2,1,9.548023,112.4551,3.0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
0,27,23599.71,12.83477,12,1,0,2.664026,159.9349,4.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
1,86,41467.24,5.287302,13,2,0,9.621889,182.497,3.0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0
3,88,4196.99,8.949569,12,1,2,11.09994,147.4421,4.0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1
1,34,102089.7,12.09225,14,0,0,7.623523,242.6143,4.0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0
3,37,28902.72,9.046658,12,2,0,12.7637,147.4738,4.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1
3,27,23102.45,10.89462,18,2,0,3.115729,129.9483,3.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0
1,33,34945.56,6.281176,9,2,0,31.44123,214.9663,4.0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0
3,19,22118.1,12.10602,11,1,1,9.213435,255.1417,4.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1
0,86,33861.89,4.980976,15,0,1,6.358996,242.6143,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0
0,73,41481.81,9.593068,13,1,0,7.097053,124.9643,4.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
3,22,71998.04,10.97395,15,1,0,8.081693,230.1344,4.0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0
4,46,30783.19,14.14099,15,1,0,4.570915,197.4725,4.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0
4,44,29559.75,7.408283,10,0,0,3.590398,267.6647,4.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0
1,19,13233.4,12.4846,11,0,0,12.5247,204.961,4.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1
6,74,60135.44,8.589777,13,1,1,5.257695,204.9634,3.0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0
1,86,16550.24,13.58291,7,1,0,1.005104,114.9976,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0
4,85,13597.74,7.941608,12,2,0,6.165028,194.9699,3.0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0
1,42,68443.57,9.884995,17,0,0,20.66493,187.6094,2.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1,81,33013.26,5.663218,16,0,1,15.39326,132.466,4.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0
8,37,19184.88,6.589354,7,1,1,8.752114,147.4738,4.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1
8,62,18847.36,11.47442,10,0,0,9.882614,190.1599,3.0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0
8,85,25231.4,12.48017,9,1,0,3.657847,197.6288,3.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0
0,31,28814.47,6.900384,13,0,0,28.2824,137.4836,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
3,27,49497.16,15.81274,13,0,1,4.72236,169.9447,3.0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0
3,74,5986.91,9.781433,16,0,0,8.386574,142.4526,4.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0
0,62,17264.79,11.91904,14,0,0,14.6317,104.9643,3.0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
2,48,68469.87,13.62885,12,1,2,14.55,184.9797,4.0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0
8,73,19002.4,11.11805,14,2,3,10.90922,162.5299,3.0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0
1,66,13900.27,10.89684,7,1,0,11.51439,140.0013,5.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0
6,69,44877.7,7.85726,14,0,0,13.72584,127.4738,4.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
2,40,57182.71,10.54632,16,0,0,1.302103,160.0013,4.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
4,42,90902.55,8.111689,10,5,0,1.940789,142.4993,4.0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0
1,75,93343.17,11.52428,11,1,1,7.495947,169.9447,3.0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1
2,69,13626.49,10.39457,14,0,0,15.88445,152.4579,3.0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0
2,33,19029.8,14.5768,9,0,0,8.666281,157.4836,4.0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0
0,87,22021.4,9.36669,14,1,1,2.970609,194.9744,3.0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0
0,57,20611.13,8.780371,12,1,0,11.00328,179.9794,4.0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0
4,56,49150.41,13.19067,16,0,0,5.21614,214.9663,2.0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0
1,55,68622.59,8.326264,10,0,0,8.813715,129.9621,3.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
0,28,32464.51,13.01916,15,2,0,13.04025,255.1417,3.0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0
0,64,100860.9,10.24432,15,1,0,21.29638,154.9755,3.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0
3,40,3450.88,10.74957,10,0,0,4.86918,137.4978,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0
2,82,49527.05,13.49982,12,1,1,5.145314,230.1051,4.0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0
0,22,85180.31,8.799383,9,1,0,17.22292,107.4806,4.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1
1,22,12211.05,11.69401,9,0,0,2.348003,104.9923,4.0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0
1,56,121668.3,9.943855,14,0,0,4.629362,194.9992,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0
4,50,16585.68,11.84814,12,0,0,9.197686,162.4676,3.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1
2,40,32524.56,12.78424,11,2,0,7.816759,207.4811,3.0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0
2,41,74249.58,8.414471,10,1,0,3.230823,184.9496,4.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0
2,52,81482.8,5.325341,13,2,0,4.655119,139.9792,4.0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1
0,53,26092.38,13.70512,11,1,0,8.931572,114.9976,3.0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0
2,64,101628.9,10.50151,10,1,2,2.567035,184.9785,4.0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0
0,50,60781.41,14.55915,11,0,1,4.066843,154.9755,4.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0
3,67,5831.16,10.56848,16,1,0,10.86326,194.9699,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0
1,89,16990.72,10.42906,9,0,0,32.73358,257.6549,4.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0
0,63,88741.41,13.70652,16,0,1,4.422442,127.475,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0
1,77,85485.94,9.908836,16,1,1,6.611696,202.4433,3.0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0
8,25,73794.78,4.721154,9,1,0,7.778058,124.9643,4.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
6,52,15278.16,10.33061,12,1,0,6.247141,197.4945,4.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1
9,75,54270.13,4.160642,16,1,0,13.10595,95.01949,3.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0
2,38,30023.57,7.660265,10,0,0,8.920338,102.4746,4.0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
9,24,42008.27,8.754383,12,3,1,7.369734,120.0049,4.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
3,20,56427.16,2.526424,9,3,0,8.160495,162.4608,3.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1
0,26,48131.25,14.59806,13,1,1,8.30949,202.4433,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1
3,54,32869.26,6.670145,17,0,3,20.44277,157.4698,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0
3,47,34638.98,13.91424,12,1,0,7.626943,207.6094,5.0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0
0,75,11611.46,5.824936,14,0,0,2.326316,222.65,4.0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
0,25,6228.97,13.53181,11,0,0,2.142469,174.9882,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0
0,50,12501.26,9.501785,10,1,0,7.233075,252.624,3.0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0
9,58,34404.66,12.40481,12,2,1,23.49138,200.1323,4.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0
9,31,55521.06,9.276057,9,0,0,2.086344,242.6326,2.0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0
2,74,26826.72,8.73874,8,1,0,13.41057,222.6609,3.0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0
0,31,87147.55,9.947737,16,1,0,4.008932,204.9634,4.0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0
7,78,17667.81,8.993714,10,0,0,25.43212,252.6378,3.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1
3,70,63932.89,7.540891,12,1,0,11.38257,162.4937,3.0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1
0,62,68509.1,12.56449,9,1,0,13.25185,139.983,4.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1
